tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
BRIC.10a	BRIC.10a:LP-DIR-T	BRIC.10		MT	180.8	-3.4	2	16	-1	6.3	14.3	947	823	K		hargrave 2018-01-25 12:27:53	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.10a	BRIC.10a:LP-DIR-T	BRIC.10		HT	172.0	-25.7	2	6	-1	21.1	16.1	960	951	K		hargrave 2018-01-25 12:27:53	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.10a	BRIC.10a:LP-DIR-T	BRIC.10		MT	220.7	15.6	2	16	0	6.3	14.3	947	823	K		hargrave 2018-01-25 12:27:53	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.10a	BRIC.10a:LP-DIR-T	BRIC.10		HT	212.6	-6.9	2	6	0	21.1	16.1	960	951	K		hargrave 2018-01-25 12:27:53	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.10a	BRIC.10a:LP-DIR-T	BRIC.10		MT	228.9	-4.2	2	16	100	6.3	14.3	947	823	K		hargrave 2018-01-25 12:27:53	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
BRIC.10a	BRIC.10a:LP-DIR-T	BRIC.10		HT	205.0	-3.3	2	6	100	21.1	16.1	960	951	K		hargrave 2018-01-25 12:27:53	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
BRIC.11a	BRIC.11a:LP-DIR-T	BRIC.11		MT	177.4	38.4	1	22	-1	2.9	7.8	957	798	K		hargrave 2018-04-11 09:29:43	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.11a	BRIC.11a:LP-DIR-T	BRIC.11		MT	164.7	60.3	1	22	0	2.9	7.8	957	798	K		hargrave 2018-04-11 09:29:43	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.11a	BRIC.11a:LP-DIR-T	BRIC.11		MT	276.1	36.6	1	22	100	2.9	7.8	957	798	K		hargrave 2018-04-11 09:29:43	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
BRIC.12a	BRIC.12a:LP-DIR-T	BRIC.12		MT	238.6	43.4	2	11	-1	4.7	3.9	945	873	K		hargrave 2018-04-11 09:30:58	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.12a	BRIC.12a:LP-DIR-T	BRIC.12		HT	228.0	37.5	2	6	-1	7.2	11.0	961	953	K		hargrave 2018-04-11 09:30:58	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.12a	BRIC.12a:LP-DIR-T	BRIC.12		MT	196.1	51.6	2	11	0	4.7	3.9	945	873	K		hargrave 2018-04-11 09:30:58	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.12a	BRIC.12a:LP-DIR-T	BRIC.12		HT	179.9	52.2	2	6	0	7.2	11.0	961	953	K		hargrave 2018-04-11 09:30:58	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.12a	BRIC.12a:LP-DIR-T	BRIC.12		MT	260.8	22.5	2	11	100	4.7	3.9	945	873	K		hargrave 2018-04-11 09:30:58	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
BRIC.12a	BRIC.12a:LP-DIR-T	BRIC.12		HT	262.9	32.3	2	6	100	7.2	11.0	961	953	K		hargrave 2018-04-11 09:30:58	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Bad River, Wisconsin	BRIC
BRIC.13a	BRIC.13a:LP-DIR-T	BRIC.13		MT	340.5	34.4	2	13	-1	91.4	12.3	923	723	K		hargrave 2018-01-25 12:32:25	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.13a	BRIC.13a:LP-DIR-T	BRIC.13		HT	106.0	-42.1	2	14	-1	6.1	21.0	960	923	K		hargrave 2018-01-25 12:32:25	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Bad River, Wisconsin	BRIC
BRIC.13a	BRIC.13a:LP-DIR-T	BRIC.13		MT	257.3	-26.7	2	11	0	50.8	18.3	903	674	K		hargrave 2018-01-25 12:32:25	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
BRIC.13a	BRIC.13a:LP-DIR-T	BRIC.13		HT	41.4	-24.3	2	14	0	6.1	21.0	960	923	K		hargrave 2018-01-25 12:32:25	pmagpy-4.2.17: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Bad River, Wisconsin	BRIC
